city,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested
Rocklin,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocklin,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockmart,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N
Rockport,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Rockport-Fulton,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockton,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rockville centre,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N
Rockville,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N
Rockville 47872,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockwall,N,N,N,N,N,-,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N
Wilmington,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
Rocky Mount,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N
Rocky Mount,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choteau,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N
Rocky Point ,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N
Allentown,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Allentown,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Bonita Springs ,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N
Rogers City,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogers,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogers ,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
Rogers ,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Rogersville,Y,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N
Rogersville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogue RIver,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
Ashland,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y
Ashland,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y
Medford,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y
Rohnert Park ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N
Rolette,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Rolfe,N,N,N,N,N,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Rolla,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Rolling Meadows,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N
Rome City,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
New Rome,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N
Rome,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romney,Y,N,N,Y,N,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
Romulus,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
Ronan,Y,N,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N
Ronceverte,N,N,N,N,N,-,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Roosevelt,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N
Roosevelt,Y,N,N,N,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Cuba,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
"West Laurel, Maqryland",Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Fort Washington,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Manheim,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coconut Grove,N,N,N,N,Y,-,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roscoe ,Y,Y,N,Y,N,-,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,N
Roscoe,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roscommon,N,Y,N,Y,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y
Rose city,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broken Arrow,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N
Roseau,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N
Carrollton,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosemount,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosendale,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Roseville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auburn,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roslindale,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N
Roslyn,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y
Roslyn,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh ,Y,N,Y,Y,N,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N
Arlington,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnut Creek,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roswell,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N
St. Thomas,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dickinson,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round Rock,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N
Round Top,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brentwood ,Y,N,N,N,Y,-,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
St. Clair,Y,Y,N,N,N,-,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N
New Castle ,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Steamboat Springs,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morehead,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowley ,Y,Y,N,Y,N,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N
Queens,N,N,Y,Y,Y,-,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kingsland ,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waipahu,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N
Royal Oak,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Ferndale,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
S Royalton ,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Ruther Glen,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N
St. Clair,Y,N,N,N,N,-,Y,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N
Lewisburg,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudd,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rugby,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Ruidoso Downs,Y,N,N,N,N,-,N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Running Springs,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runnsville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mattoon,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rush,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rushville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rushville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladysmith,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N
Russell,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell Springs,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenix City,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russellville,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N
Russellville,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Ruston,Y,N,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y
New Brunswick ,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N
Forest City,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N
Murfreesboro,Y,Y,N,N,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N
Silex,Y,N,N,N,N,-,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Rutherford,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Rutherfordton,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutledge,N,N,N,N,N,-,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Afton,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N
Rye,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Rye,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N
Rye,Y,Y,N,Y,N,-,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,N
Ariton,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenia,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabetha,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saco,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Sacramento,N,Y,N,Y,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
Sacramento,N,Y,N,Y,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,N,Y,N,Y,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,N,Y,N,Y,N,-,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
Sacramento,N,Y,N,Y,N,-,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
Sacramento,N,Y,N,Y,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safety Harbor,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safford,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N
Sag Harbor,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N
West Lafayette,N,Y,Y,Y,N,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Albany,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Antonio,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N
Sahuarita,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Tulsa,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbus ,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N
Dallas,Y,N,N,N,N,-,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N
Saint Paris,Y,N,N,N,N,-,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Hazen and Buelah,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beulah,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hazen,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamanca,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Salem ,Y,N,N,Y,N,-,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y
Salem,N,N,Y,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Salem,N,N,N,N,N,-,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Salem,Y,N,N,N,Y,-,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,Y
Salem,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem,Y,N,N,N,Y,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
Salem,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N
Salem,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem,Y,N,N,N,Y,-,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N
Salem,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
Salem,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y
Salem,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N
Salem ,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N
Salem,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N
Salina,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salinas ,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N
Saline,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N
Saline,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N
Salisbury,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salisbury,Y,Y,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N
Edmonds ,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Vancouver,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N
Vancouver,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N
Hollister,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florence,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Wayne,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N
Port St. Joe,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake City,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y
Honolulu,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N
Port St. Joe,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridge Spring,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saluda,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sammamish,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N
Clinton,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon Valley,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
San Antonio,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
San Antonio,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
San Antonio,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
